date,tx_pos,tx_incid,TO,rea,hosp,rad,dchosp,incid_rea,incid_hosp,incid_rad,incid_dchosp,conf,conf_j1,pos,pos_7j
2021-09-09,2.083648495,110.0007532,0.433965994,2195.0,10323.0,413273.0,88621.0,139.0,554.0,554,104,6877825.0,10969,9927,73827
2021-09-10,1.993357547,105.0853092,0.425266904,2151.0,10115.0,413880.0,88701.0,135.0,505.0,612,81,6887791.0,9966,9785,70528
2021-09-11,1.911266627,101.0310736,0.421312772,2131.0,10018.0,414243.0,88747.0,91.0,322.0,367,47,6897392.0,9601,6531,67807
2021-09-12,1.8863233800000003,99.71244130999999,0.420917359,2129.0,10012.0,414405.0,88776.0,34.0,187.0,159,29,6905071.0,7678,1880,66922
2021-09-13,1.759401049,92.49348823,0.41577698700000004,2103.0,9986.0,414778.0,88862.0,116.0,446.0,381,86,6907133.0,2062,11771,62077
2021-09-14,1.663583859,87.57357428,0.395413207,2000.0,9739.0,415490.0,88956.0,137.0,577.0,708,94,6917460.0,10327,8387,58775
2021-09-15,1.596160413,83.64896697,0.387307236,1959.0000000000002,9555.0,416030.0,89033.0,119.0,452.00000000000006,540,79,6926604.0,9144,7873,56141
2021-09-16,1.539185769,79.60367128,0.3859232899999999,1952.0,9297.0,416554.0,89098.0,102.99999999999999,382.0,570,65,6934732.0,8128,7211,53426
2021-09-17,1.486471652,76.06347881,0.373863187,1890.9999999999998,9070.0,417059.0,89164.0,81.0,371.0,520,66,6942105.0,7373,7413,51050
2021-09-18,1.453959799,73.80615912,0.36318703,1836.9999999999998,8912.0,417399.0,89206.0,68.0,243.0,350,42,6949519.0,7413,5016,49535
2021-09-19,1.445667668,73.0924587,0.36219849699999995,1832.0000000000002,8887.0,417505.0,89234.0,33.0,113.00000000000001,108,28,6955333.0,5814,1400,49056
2021-09-20,1.3804574750000003,68.82813595,0.35686041899999993,1805.0,8845.0,417826.0,89255.0,114.0,373.0,336,91,6956848.0,1515,8904,46194
2021-09-21,1.3345522460000003,65.84072606,0.344800316,1744.0000000000002,8594.0,418397.0,89407.0,136.0,503.0,577,152,6964699.0,7851,6376,44189
2021-09-22,1.293053089,62.99337428,0.327402135,1656.0,8414.0,418859.0,89465.0,68.0,361.0,463,59,6971493.0,6794,5963,42278
2021-09-23,1.267026872,61.04746041,0.318109925,1609.0,8237.0,419256.0,89527.0,71.0,301.0,412,63,6977722.0,6229,5906,40972
2021-09-24,1.244751135,59.07025695,0.313562673,1586.0,8107.0,419628.0,89576.0,72.0,296.0,371,49,6983601.0,5879,6091,39645
2021-09-25,1.225203722,57.82016373999999,0.310597074,1571.0,7980.0,419912.0,89605.0,54.0,196.0,287,29,6989613.0,6012,4177,38806
2021-09-26,1.22107554,57.4506487,0.311783314,1577.0,7994.000000000001,419971.0,89619.0,35.0,89.0,60,14,6994319.0,4706,1150,38558
2021-09-27,1.195270718,55.5583741,0.310597074,1571.0,7980.0,420247.0,89693.0,94.0,343.0,279,74,6995628.0,1309,7633,37288
2021-09-28,1.175763729,54.320200719999995,0.301304864,1524.0,7801.0,420645.0,89751.0,79.0,304.0,397,60,7002393.0,6765,5546,36457
2021-09-29,1.153370223,52.99560851,0.289837881,1466.0,7726.000000000001,420934.0,89793.0,51.99999999999999,254.0,291,42,7008228.0,5835,5074,35568
2021-09-30,1.12586897,51.58459745,0.279557137,1414.0,7565.0,421264.0,89849.0,58.0,238.0,340,56,7013432.0,5204,4958,34621
2021-10-01,1.092782279,49.83983088,0.267892448,1355.0,7410.0,421579.0,89895.0,48.0,214.0,311,47,7018367.0,4935,4919,33450
2021-10-02,1.05728468,48.5346084,0.26196125,1325.0,7294.0,421787.0,89925.0,33.0,141.0,212,30,7023315.0,4948,3300,32573
2021-10-03,1.055595041,48.37518054000001,0.262158956,1326.0,7308.0,421839.0,89934.0,19.0,76.0,54,9,7027059.0,3744,1043,32467
2021-10-04,1.032629625,46.4262867,0.262554369,1328.0,7299.0,422072.0,89984.0,71.0,283.0,246,50,7028197.0,1138,6328,31159
2021-10-05,1.018357027,45.29092195,0.252866746,1279.0,7096.0,422510.0,90045.0,75.0,290.00000000000006,436,61,7033755.0,5558,4781,30397
2021-10-06,1.009728338,44.32541491,0.245551601,1242.0,7038.0,422728.0,90079.0,40.0,202.0,225,34,7038701.0,4946,4423,29749
2021-10-07,1.017952111,43.81435177,0.237247924,1200.0,6903.0,423001.0,90113.0,47.0,194.0,272,35,7043316.0,4615,4619,29406
2021-10-08,1.020598701,43.48804615,0.230130486,1164.0,6805.0,423274.0,90151.0,51.99999999999999,218.0,274,38,7047786.0,4470,4700,29187
2021-10-09,1.025261055,43.83223153,0.222815342,1127.0,6706.0,423485.0,90166.0,25.999999999999996,128.0,211,17,7052520.0,4734,3534,29418
2021-10-10,1.025986777,43.78306219,0.223803875,1132.0,6737.0,423537.0,90174.0,17.0,91.0,54,8,7056511.0,3990,1005,29385
2021-10-11,1.046444692,44.42077363,0.226374061,1145.0,6729.0,423734.0,90204.0,58.0,226.00000000000003,193,30,7057631.0,1120,6758,29813
2021-10-12,1.068493855,45.19854319,0.21965203599999997,1111.0,6629.0,424018.0,90257.0,68.0,254.0,285,53,7063511.0,5880,5305,30335
2021-10-13,1.091644636,46.26089892,0.215697904,1091.0,6601.0,424238.0,90280.0,58.0,219.0,225,27,7069089.0,5578,5133,31048
2021-10-14,1.079767262,48.77002524000001,0.21253459900000002,1075.0,6523.0,424464.0,90318.0,44.0,206.0,231,38,7074276.0,5187,6306,32731
2021-10-15,1.151296867,48.75661542000001,0.20778964,1051.0,6470.0,424693.0,90352.0,43.0,215.0,229,34,7080375.0,6098,4692,32722
2021-10-16,1.208528807,48.46606932,0.207394227,1049.0,6437.0,424817.0,90367.0,24.999999999999996,109.0,125,15,7085273.999999999,4899,3338,32527
2021-10-17,1.218605889,48.448189559999996,0.207987347,1052.0,6448.0,424868.0,90372.0,18.0,71.0,50,5,7089052.0,3778,989,32516
2021-10-18,1.267050237,48.82813446,0.207394227,1049.0,6468.0,425074.0,90413.0,67.0,277.0,210,41,7090109.000000001,1057,7014,32771
2021-10-19,1.327162754,49.68040302,0.206801107,1046.0,6483.0,425292.0,90452.0,63.0,286.0,221,39,7096042.999999999,5933,5878,33343
2021-10-20,1.419317332,51.21806236999999,0.202846975,1026.0,6465.0,425537.0,90473.0,44.0,263.0,249,21,7102079.0,6035,6165,34375
2021-10-21,1.721519292,51.17187298999999,0.19948596299999996,1008.9999999999999,6453.0,425777.0,90508.0,59.0,273.0,245,35,7108206.0,6127,6278,34344
2021-10-22,1.751378894,53.59011052999999,0.199683669,1010.0,6400.0,426012.0,90537.0,58.0,203.0,236,30,7114572.0,6366,6319,35967
2021-10-23,1.756701219,55.21716868,0.19909055,1007.0,6348.0,426213.0,90560.0,42.0,184.0,203,23,7120862.999999999,6291,4434,37059
2021-10-24,1.7571103450000003,55.33189714,0.201265322,1018.0,6377.0,426243.0,90564.0,21.0,63.0,34,4,7125867.999999999,5005,1061,37136
2021-10-25,1.824485395,56.21992522000001,0.202253855,1023.0,6405.0,426431.0,90605.0,74.0,268.99999999999994,197,42,7127163.000000001,1295,7614,37732
2021-10-26,1.897314654,56.82038716,0.207394227,1049.0,6445.0,426654.0,90643.0,112.0,315.99999999999994,236,38,7133766.000000001,6603,6282,38135
2021-10-27,1.940925285,57.2271517,0.205219454,1038.0,6489.0,426836.0,90677.0,61.0,283.0,193,34,7140293.999999999,6527,6444,38408
2021-10-28,2.004569258,57.36571983999999,0.205021748,1037.0,6541.0,427031.0,90710.0,58.0,271.0,192,33,7146754.999999999,6461,6377,38501
2021-10-29,2.12990564,59.19243531000001,0.204428628,1034.0,6534.0,427286.0,90737.0,67.0,283.0,255,27,7153188.000000001,6433,7551,39727
2021-10-30,2.200017961,61.321616729999995,0.20541716100000001,1039.0,6524.0,427445.0,90759.0,44.0,176.0,157,22,7160548.0,7360,5860,41156
2021-10-31,2.220510982,62.21262476,0.206801107,1046.0,6572.0,427489.0,90771.0,20.0,105.0,42,12,7166877.0,6329,1646,41754
2021-11-01,2.203098483,54.11905342,0.21134835900000004,1069.0,6639.0,427519.0,90777.0,28.0,103.0,31,6,7168743.0,1865,2177,36322
2021-11-02,2.45237746,62.284143799999995,0.215697904,1091.0,6680.0,427801.0,90851.0,126.0,416.0,283,75,7170782.0,2039,11763,41802
2021-11-03,2.608839863,66.09700261,0.216686437,1096.0,6764.0,428108.0,90890.0,95.0,447.0,308,39,7180832.0,10050,9005,44361
2021-11-04,2.772613523,69.86218207,0.217279557,1099.0,6718.0,428434.0,90937.0,81.0,334.0,328,47,7190334.000000001,9502,8906,46888
2021-11-05,2.931008237,73.442604,0.215302491,1089.0,6735.0,428716.0,90963.0,82.0,334.0,282,28,7199331.999999999,8998,9966,49291
2021-11-06,3.063437004,76.16330747,0.217279557,1099.0,6667.0,428950.0,90988.0,55.0,190.0,231,25,7208937.000000001,9605,7680,51117
2021-11-07,3.09997004,76.62222131,0.21767497,1101.0,6709.0,428990.0,90998.0,20.0,100.0,41,10,7217484.0,8547,1946,51425
2021-11-08,3.347649024,95.1545925,0.225583234,1141.0,6865.0,429250.0,91053.0,121.0,483.0,263,55,7219681.000000001,2197,14621,63863
2021-11-09,3.362651949,94.29189408000002,0.225385528,1140.0,6851.0,429618.0,91097.0,98.99999999999999,409.0,369,49,7232157.0,12475,11189,63284
2021-11-10,3.419731146,99.00172085000001,0.22815342,1154.0,6906.0,429919.0,91130.0,93.0,397.0,301,33,7244040.0,11882,12165,66445
2021-11-11,3.396813832,90.02906131,0.226374061,1145.0,6952.0,430063.0,91147.0,35.0,212.0,146,17,7256643.0,12603,2885,60423
2021-11-12,3.606958753,100.9714744,0.233689205,1182.0,7046.0,430277.0,91195.0,97.99999999999999,362.0,219,48,7260502.999999999,3860,17320,67767
2021-11-13,3.70724771,105.3505256,0.23764333699999998,1202.0,7050.0,430476.0,91211.0,64.0,234.0,198,20,7275149.0,14646,10603,70706
2021-11-14,3.753027965,106.812196,0.23922499,1210.0,7111.0,430524.0,91228.0,25.999999999999996,125.0,49,17,7287645.0,12496,2920,71687
2021-11-15,4.068807356,120.30545479999999,0.2485172,1257.0,7361.0,430811.0,91298.0,144.0,631.0,293,70,7290886.000000001,3241,23682,80743
2021-11-16,4.262374628,132.4532617,0.252471333,1277.0,7535.0,431216.0,91345.0,135.0,647.0,410,48,7310664.0,19778,19351,88896
2021-11-17,4.5266933,144.5846789,0.257018584,1300.0,7663.0,431559.0,91395.0,107.0,525.0,344,50,7330958.0,20294,20313,97038
2021-11-18,4.691888367,172.3713158,0.263542902,1333.0,7787.000000000001,431887.0,91447.0,119.0,522.0,341,57,7351323.999999999,20366,21539,115687
2021-11-19,4.775537662,181.6077018,0.267497034,1353.0,7940.0,432215.0,91497.0,129.0,563.0,346,57,7372544.000000001,21220,23529,121886
2021-11-20,4.877609335,192.0018023,0.263542902,1333.0,7974.0,432421.0,91520.0,40.0,268.99999999999994,212,24,7395222.000000001,22678,17565,128861
2021-11-21,4.908296463,194.0013554,0.264729142,1339.0,8038.000000000001,432497.0,91535.0,27.0,157.99999999999997,77,15,7414971.000000001,19749,4256,130204
2021-11-22,5.163166736999999,214.0386064,0.277975484,1406.0,8338.0,432957.0,91629.0,188.0,865.0,463,94,7420237.0,5266,37152,143652
2021-11-23,5.312054737999999,232.4175097,0.287663108,1455.0,8525.0,433411.0,91713.0,192.0,759.0,456,84,7450691.0,30454,31693,155987
2021-11-24,5.448389667,252.1224951,0.293198893,1483.0,8765.0,433833.0,91793.0,137.0,770.0,424,80,7483281.999999999,32591,33535,169212
2021-11-25,5.52191955,272.7214686,0.296362198,1499.0,8981.0,434310.0,91865.0,139.0,778.0,502,73,7516745.999999999,33464,35358,183037
2021-11-26,5.651581726,294.3485282,0.309015421,1563.0,9181.0,434775.0,91925.0,176.0,744.0,481,60,7551181.999999999,34436,38063,197552
2021-11-27,5.741913107,308.8192139,0.319691578,1617.0,9271.0,435027.0,91959.0,101.99999999999999,388.0,259,34,7588400.0,37218,27269,207264
2021-11-28,5.761906018,312.4920146,0.322657177,1632.0,9381.0,435119.0,91982.0,42.0,224.0,93,23,7620048.0,31648,6690,209729
2021-11-29,6.022325136999999,344.6711126,0.34578884899999995,1749.0,9860.0,435531.0,92085.0,253.0,1043.0,420,102,7628327.000000001,8279,58755,231326
2021-11-30,6.138310897,368.8937174,0.360616845,1824.0,10249.0,436187.0,92199.0,271.0,1187.0,670,114,7675504.0,47177,47944,247582
2021-12-01,6.222757433,390.4358482,0.372874654,1886.0,10558.0,436766.0,92292.0,215.0,992.0,586,93,7725113.999999999,49610,48005,262040
2021-12-02,6.327105331,413.7972446,0.382364571,1934.0,10790.0,437363.0,92395.0,192.99999999999997,950.0,600,102,7773530.0,48416,51074,277720
2021-12-03,6.444879907,434.07736230000006,0.40688019,2058.0,11103.0,438044.0,92508.0,281.0,1153.0,681,114,7823388.0,49858,51696,291331
2021-12-04,6.436674282,446.9939989,0.40272835099999993,2037.0,11340.0,438440.0,92557.0,119.0,694.0,401,49,7875012.000000001,51623,35935,300000
2021-12-05,6.435489023000001,450.29728449999993,0.408461843,2066.0,11526.0,438589.0,92586.0,70.0,369.0,150,29,7917264.000000001,42252,8873,302217
2021-12-06,6.554635881000001,472.5695055,0.433175168,2191.0,12096.0,439237.0,92778.0,307.0,1424.0,659,192,7928572.0,11308,73691,317165
2021-12-07,6.62810513,487.5527444,0.4648082250000001,2351.0,12714.0,440066.0,92942.0,407.99999999999994,1665.0,843,168,7987591.000000001,59019,57991,327221
2021-12-08,6.682729420000001,499.05241,0.47963622000000006,2426.0,13044.0,440865.0,93071.0,276.0,1288.0,807,129,8048930.999999999,61340,55741,334939
2021-12-09,6.652162022,504.486367,0.486555951,2461.0,13363.0,441638.0,93198.0,243.0,1250.0,797,130,8105784.999999999,56853,54751,338586
2021-12-10,6.653405057,507.2234603,0.493871095,2498.0,13629.0,442473.0,93339.0,250.0,1293.0,856,142,8161123.999999999,55339,53554,340423
2021-12-11,6.647514357,509.0159062,0.501977066,2539.0,13855.0,442940.0,93404.0,176.0,787.0,481,66,8214844.0,53720,37134,341626
2021-12-12,6.643612366,510.6653141,0.514432582,2602.0,14050.0,443159.0,93452.0,111.0,472.0,222,48,8258692.0,43848,9966,342733
2021-12-13,6.706446057,518.487709,0.544088573,2752.0,14527.0,443933.0,93683.0,379.0,1505.0,778,231,8270728.000000001,12036,78979,347983
2021-12-14,6.739549958,523.5789707,0.551996837,2792.0,14819.0,445100.0,93841.0,362.0,1662.0,1182,158,8334133.0,63405,61389,351400
2021-12-15,6.761848306,529.9367153,0.562079873,2843.0,15062.0,446101.0,93992.0,274.0,1453.0,1028,153,8399846.0,65713,60019,355667
2021-12-16,6.760621865,535.1486654,0.559905101,2832.0,15142.0,447156.0,94157.0,248.0,1342.0,1068,166,8460712.0,60866,58286,359165
2021-12-17,6.781143075999999,543.0798289,0.573546856,2901.0,15409.999999999998,448151.0,94319.0,301.0,1449.0,1013,163,8518840.0,58128,58927,364488
2021-12-18,6.790456814,550.8098451,0.579873468,2933.0,15370.0,448891.0,94404.0,190.0,816.0,742,86,8577376.0,58536,42315,369676
2021-12-19,6.821039406000001,555.8757771,0.580466588,2936.0,15528.0,449128.0,94479.0,91.0,485.0,244,75,8625849.0,48473,13333,373076
2021-12-20,7.139946874999999,571.5578166,0.598062475,3025.0,15918.0,449970.0,94703.0,340.0,1466.0,857,225,8640924.0,15075,89506,383601
2021-12-21,7.520932065000001,605.1225959,0.612099644,3096.0,16076.000000000002,451213.0,94913.0,357.0,1661.0,1267,212,8713756.0,72832,83868,406128
2021-12-22,7.865968595,655.096525,0.622182681,3147.0,16118.0,452365.0,95083.0,322.0,1404.0,1160,170,8798028.0,84272,93481,439668
2021-12-23,8.000525861,722.6805277,0.634242784,3208.0,16060.0,453573.0,95262.0,323.0,1347.0,1237,179,8889636.0,91608,103597,485027
2021-12-24,8.240810517,777.2123055000001,0.643337287,3254.0,16173.0,454659.0,95429.0,316.0,1398.0,1105,169,8983760.0,94124,95526,521626
2021-12-25,8.51138325,741.795481,0.648873072,3282.0,16162.0,455323.0,95513.0,160.0,760.0,674,84,9088371.0,104611,18545,497856
2021-12-26,8.78337766,770.7711220000001,0.652234085,3299.0,16365.000000000002,455508.0,95609.0,93.0,506.0,192,96,9116068.0,27696,32780,517303
2021-12-27,10.70822006,973.7138474,0.658956109,3333.0,16921.0,456295.0,95865.0,328.0,1634.0,805,256,9146451.0,30383,225710,653508
2021-12-28,12.295914479999999,1159.845128,0.6753657570000001,3416.0,17405.0,457594.0,96107.0,417.0,2110.0,1305,242,9326258.0,179807,208790,778430
2021-12-29,13.96821161,1350.717526,0.685844207,3469.0000000000005,17856.0,458891.0,96291.0,363.0,1949.0000000000002,1311,185,9534357.0,208098,221585,906534
2021-12-30,15.74296813,1539.9673350000003,0.693159352,3506.0,18321.0,460123.0,96471.0,299.0,1922.0,1239,179,9740600.0,206243,230612,1033549
2021-12-31,16.74673309,1699.088259,0.700474496,3543.0,18715.000000000004,461407.0,96660.0,320.0,1928.0,1301,189,9972800.0,232200,202320,1140343
2022-01-01,16.88551635,1718.085504,0.703835508,3560.0,18811.0,462266.0,96770.0,196.99999999999997,1102.0,860,110,10191926.0,219126,31294,1153093
2022-01-02,17.14674811,1768.5213269999997,0.706207987,3571.9999999999995,19043.0,462576.0,96861.0,100.99999999999999,652.0,310,91,10250358.0,58432,66630,1186943
2022-01-03,18.76436116,2073.114957,0.722419929,3654.0,19606.0,463863.0,97131.0,352.0,2160.0,1305,272,10317819.0,67461,430139,1391371
2022-01-04,19.3725877,2268.761251,0.724594701,3664.9999999999995,20186.0,465820.0,97424.0,460.0,2881.0,1996,297,10589505.0,271686,340098,1522679
2022-01-05,19.55442306,2391.461103,0.7305259,3695.0000000000005,20688.000000000004,467508.0,97670.0,395.99999999999994,2483.0,1701,246,10921757.0,332252,303935,1605029
2022-01-06,19.49927721,2473.284845,0.743179122,3759.0,21169.000000000004,469181.0,97874.0,409.99999999999994,2401.0,1696,205,11183238.0,261480,285528,1659945
2022-01-07,19.872219,2583.011442,0.7542506919999998,3815.0,21605.0,470797.0,98067.0,358.0,2308.0,1640,192,11511452.0,328214,275963,1733588
2022-01-08,19.89873953,2836.965122,0.755436932,3821.0,21721.0,472027.0,98209.0,243.0,1485.0,1235,143,11815121.0,303669,201736,1904029
2022-01-09,19.87511948,2848.986281,0.760577303,3846.9999999999995,21982.000000000004,472488.0,98299.0,151.0,842.0,465,91,12111218.0,296097,74698,1912097
2022-01-10,19.41287908,2846.018241,0.7718465799999998,3904.0,22749.000000000004,473916.0,98579.0,380.0,2543.0,1445,281,12205114.0,93896,428147,1910105
2022-01-11,19.33204856,2834.020922,0.7846975090000001,3969.0,23371.0,476124.0,98847.0,492.0,3149.0,2247,270,12573263.0,368149,332046,1902053
2022-01-12,20.0781337,2884.023161,0.7878608150000002,3985.0,23889.000000000004,478097.0,99093.0,381.0,2806.0,1994,249,12934982.0,361719,337494,1935612
2022-01-13,21.30801133,2923.206654,0.778766311,3939.0,24154.0,480068.0,99318.0,334.0,2513.0,1990,227,13240304.0,305322,311826,1961910
2022-01-14,20.419454676666668,2796.747085666667,0.77006722,3895.0,24511.000000000004,481964.0,99509.0,310.0,2486.0,1938,196,13569675.0,329371,308427,1877036
2022-01-15,20.35965662,2781.0610726666664,0.761565836,3852.0,24544.000000000004,483438.0,99657.0,218.0,1690.0,1475,148,13894255.0,324580,263175,1866509
2022-01-16,18.886458453333333,2468.012302333333,0.761565836,3852.0,24887.0,484007.0,99755.0,119.0,1029.0,578,98,14172384.000000002,278129,102576,1656406
